month,state,criminal justice,health,healthcare,immigrants,rent
2025-05,MP,0,70,29,0.0,62
2015-01,MS,100,52,64,23.0,69
2015-02,MS,62,48,58,30.0,64
2015-03,MS,76,52,61,38.0,69
2015-04,MS,88,54,68,34.0,65
2015-05,MS,85,51,61,14.0,72
2015-06,MS,43,55,71,17.0,80
2015-07,MS,62,51,59,18.0,79
2015-08,MS,70,56,57,23.0,68
2015-09,MS,95,55,65,61.0,58
2015-10,MS,94,55,56,43.0,56
2015-11,MS,81,51,59,41.0,53
2015-12,MS,52,45,51,28.0,57
2016-01,MS,70,56,56,28.0,78
2016-02,MS,67,53,54,35.0,76
2016-03,MS,77,56,53,31.0,80
2016-04,MS,87,56,54,30.0,77
2016-05,MS,60,53,52,19.0,82
2016-06,MS,39,52,55,21.0,85
2016-07,MS,34,51,49,16.0,86
2016-08,MS,77,58,56,25.0,72
2016-09,MS,65,57,53,56.0,67
2016-10,MS,76,55,57,34.0,65
2016-11,MS,70,51,56,48.0,59
2016-12,MS,54,47,41,28.0,61
2017-01,MS,70,59,58,56.0,79
2017-02,MS,74,56,53,94.0,75
2017-03,MS,72,56,63,49.0,77
2017-04,MS,59,55,53,35.0,70
2017-05,MS,45,58,60,21.0,82
2017-06,MS,39,54,63,13.0,88
2017-07,MS,54,57,58,16.0,92
2017-08,MS,68,60,60,38.0,75
2017-09,MS,85,57,55,49.0,62
2017-10,MS,81,58,56,32.0,66
2017-11,MS,66,55,61,32.0,61
2017-12,MS,42,49,54,20.0,59
2018-01,MS,69,60,59,43.0,77
2018-02,MS,61,55,55,32.0,74
2018-03,MS,54,53,52,30.0,82
2018-04,MS,76,56,61,39.0,71
2018-05,MS,52,53,55,23.0,81
2018-06,MS,46,55,57,51.0,92
2018-07,MS,50,55,57,20.0,100
2018-08,MS,71,62,61,30.0,75
2018-09,MS,68,56,53,40.0,67
2018-10,MS,72,60,60,65.0,67
2018-11,MS,46,50,51,52.0,60
2018-12,MS,62,46,48,39.0,62
2019-01,MS,70,61,62,60.0,81
2019-02,MS,56,55,53,40.0,77
2019-03,MS,60,52,54,30.0,83
2019-04,MS,67,60,63,40.0,75
2019-05,MS,55,52,53,18.0,88
2019-06,MS,32,55,57,29.0,91
2019-07,MS,47,63,54,31.0,91
2019-08,MS,55,61,52,69.0,72
2019-09,MS,75,58,56,36.0,75
2019-10,MS,44,58,53,31.0,62
2019-11,MS,54,50,49,24.0,62
2019-12,MS,48,48,48,23.0,61
2020-01,MS,48,58,57,22.0,79
2020-02,MS,62,57,59,37.0,78
2020-03,MS,55,100,62,21.0,76
2020-04,MS,56,79,88,24.0,66
2020-05,MS,47,70,67,13.0,94
2020-06,MS,51,74,55,10.0,97
2020-07,MS,39,77,57,14.0,98
2020-08,MS,54,68,56,26.0,85
2020-09,MS,61,64,59,63.0,78
2020-10,MS,59,65,61,40.0,78
2020-11,MS,52,59,61,25.0,70
2020-12,MS,32,64,64,19.0,71
2021-01,MS,49,87,69,27.0,86
2021-02,MS,46,71,63,32.0,79
2021-03,MS,49,66,59,29.0,98
2021-04,MS,46,61,62,24.0,97
2021-05,MS,40,55,60,18.0,97
2021-06,MS,30,57,64,15.0,98
2021-07,MS,26,64,67,13.0,99
2021-08,MS,49,75,73,29.0,89
2021-09,MS,58,65,67,39.0,86
2021-10,MS,49,63,67,29.0,88
2021-11,MS,57,62,68,29.0,80
2021-12,MS,41,58,66,15.0,74
2022-01,MS,48,78,83,24.0,79
2022-02,MS,59,66,76,26.0,87
2022-03,MS,53,63,73,28.0,97
2022-04,MS,68,60,68,48.0,84
2022-05,MS,54,60,70,17.0,86
2022-06,MS,37,66,73,15.0,92
2022-07,MS,44,65,72,16.0,90
2022-08,MS,60,69,78,42.0,83
2022-09,MS,62,66,69,72.0,69
2022-10,MS,50,62,67,36.0,65
2022-11,MS,44,59,64,30.0,61
2022-12,MS,45,57,63,26.0,60
2023-01,MS,58,67,76,33.0,76
2023-02,MS,65,64,69,34.0,71
2023-03,MS,51,61,72,34.0,80
2023-04,MS,58,63,69,31.0,72
2023-05,MS,47,67,70,34.0,73
2023-06,MS,38,64,72,17.0,80
2023-07,MS,38,65,71,15.0,79
2023-08,MS,54,71,77,41.0,72
2023-09,MS,63,66,68,68.0,67
2023-10,MS,52,66,75,45.0,61
2023-11,MS,46,62,75,37.0,56
2023-12,MS,33,56,62,33.0,53
2024-01,MS,44,67,77,52.0,61
2024-02,MS,51,66,79,62.0,67
2024-03,MS,52,62,77,43.0,62
2024-04,MS,55,66,79,46.0,64
2024-05,MS,45,63,72,23.0,65
2024-06,MS,38,65,72,21.0,70
2024-07,MS,40,66,75,27.0,70
2024-08,MS,54,69,76,61.0,60
2024-09,MS,65,64,68,100.0,56
2024-10,MS,66,65,71,60.0,56
2024-11,MS,55,60,71,61.0,55
2024-12,MS,40,59,100,30.0,52
2025-01,MS,52,69,84,96.0,62
2025-02,MS,53,67,82,87.0,59
2025-03,MS,60,64,75,47.0,64
2025-04,MS,52,66,75,60.0,58
2025-05,MS,64,64,77,40.0,70
2015-01,MT,0,63,51,23.0,69
2015-02,MT,56,70,66,39.0,63
2015-03,MT,0,64,58,22.0,74
2015-04,MT,69,60,65,19.0,78
2015-05,MT,76,56,53,20.0,76
2015-06,MT,56,59,55,0.0,84
2015-07,MT,0,56,56,24.0,81
2015-08,MT,93,57,51,0.0,74
2015-09,MT,79,62,59,30.0,66
2015-10,MT,62,62,55,42.0,60
2015-11,MT,70,62,60,32.0,59
2015-12,MT,61,61,58,25.0,51
2016-01,MT,54,63,66,18.0,82
2016-02,MT,65,63,63,43.0,74
2016-03,MT,51,61,63,33.0,80
2016-04,MT,60,61,60,33.0,87
2016-05,MT,0,56,54,20.0,86
2016-06,MT,0,59,57,15.0,93
2016-07,MT,0,52,50,15.0,93
2016-08,MT,0,57,54,0.0,82
2016-09,MT,57,61,55,34.0,65
2016-10,MT,64,63,67,24.0,62
2016-11,MT,0,63,55,45.0,57
2016-12,MT,54,57,56,27.0,58
2017-01,MT,54,66,63,49.0,73
2017-02,MT,76,59,62,98.0,75
2017-03,MT,46,62,76,48.0,82
2017-04,MT,37,59,55,34.0,83
2017-05,MT,53,62,70,28.0,84
2017-06,MT,0,57,64,25.0,89
2017-07,MT,0,62,64,22.0,88
2017-08,MT,0,57,53,0.0,80
2017-09,MT,0,60,59,34.0,70
2017-10,MT,0,60,67,37.0,65
2017-11,MT,50,61,62,22.0,57
2017-12,MT,60,59,60,16.0,55
2018-01,MT,35,62,59,51.0,73
2018-02,MT,0,65,60,42.0,72
2018-03,MT,56,62,58,38.0,79
2018-04,MT,0,66,62,29.0,83
2018-05,MT,75,61,57,34.0,84
2018-06,MT,35,62,62,80.0,86
2018-07,MT,40,58,56,37.0,89
2018-08,MT,43,73,55,23.0,82
2018-09,MT,53,63,61,16.0,70
2018-10,MT,41,64,66,62.0,63
2018-11,MT,41,60,57,54.0,59
2018-12,MT,52,56,60,38.0,64
2019-01,MT,41,70,66,88.0,75
2019-02,MT,39,73,67,51.0,76
2019-03,MT,70,62,65,34.0,84
2019-04,MT,84,68,67,32.0,84
2019-05,MT,41,62,58,28.0,87
2019-06,MT,0,66,63,28.0,89
2019-07,MT,46,61,55,22.0,88
2019-08,MT,0,63,55,31.0,87
2019-09,MT,76,60,53,28.0,75
2019-10,MT,65,65,48,22.0,66
2019-11,MT,50,67,54,19.0,64
2019-12,MT,91,59,49,24.0,59
2020-01,MT,44,65,55,22.0,73
2020-02,MT,79,69,58,27.0,82
2020-03,MT,46,100,69,21.0,70
2020-04,MT,50,71,69,15.0,66
2020-05,MT,44,60,56,19.0,82
2020-06,MT,45,70,53,19.0,91
2020-07,MT,31,82,53,14.0,94
2020-08,MT,53,69,46,12.0,90
2020-09,MT,0,79,52,24.0,76
2020-10,MT,58,98,60,27.0,68
2020-11,MT,38,78,56,18.0,57
2020-12,MT,0,74,54,14.0,66
2021-01,MT,59,92,55,16.0,73
2021-02,MT,62,89,57,28.0,82
2021-03,MT,50,91,55,52.0,95
2021-04,MT,52,73,60,36.0,99
2021-05,MT,0,69,50,16.0,98
2021-06,MT,0,67,54,16.0,100
2021-07,MT,32,66,48,0.0,95
2021-08,MT,0,79,54,18.0,85
2021-09,MT,100,92,64,15.0,78
2021-10,MT,62,89,59,32.0,77
2021-11,MT,67,85,60,39.0,73
2021-12,MT,35,78,54,18.0,64
2022-01,MT,66,100,62,22.0,81
2022-02,MT,74,88,57,18.0,87
2022-03,MT,47,87,59,17.0,92
2022-04,MT,42,78,56,36.0,91
2022-05,MT,41,77,53,29.0,88
2022-06,MT,33,74,55,17.0,85
2022-07,MT,38,70,54,10.0,89
2022-08,MT,29,78,54,19.0,83
2022-09,MT,42,80,55,38.0,74
2022-10,MT,47,84,57,27.0,68
2022-11,MT,49,77,57,22.0,63
2022-12,MT,32,73,53,26.0,54
2023-01,MT,47,88,60,14.0,77
2023-02,MT,31,91,58,33.0,74
2023-03,MT,55,92,58,21.0,81
2023-04,MT,61,78,63,22.0,80
2023-05,MT,32,83,59,23.0,83
2023-06,MT,29,76,58,15.0,84
2023-07,MT,38,68,53,9.0,83
2023-08,MT,43,81,58,17.0,77
2023-09,MT,45,76,57,33.0,68
2023-10,MT,44,89,58,27.0,61
2023-11,MT,35,84,62,29.0,59
2023-12,MT,27,75,61,43.0,58
2024-01,MT,44,90,64,44.0,70
2024-02,MT,70,89,66,65.0,67
2024-03,MT,40,82,62,46.0,67
2024-04,MT,67,85,66,48.0,76
2024-05,MT,43,76,54,39.0,74
2024-06,MT,0,74,55,27.0,74
2024-07,MT,27,73,57,36.0,73
2024-08,MT,0,79,56,60.0,69
2024-09,MT,66,81,59,100.0,62
2024-10,MT,65,83,65,69.0,61
2024-11,MT,43,76,60,68.0,56
2024-12,MT,38,77,100,28.0,54
2025-01,MT,43,92,71,93.0,63
2025-02,MT,56,87,60,94.0,64
2025-03,MT,63,84,61,65.0,69
2025-04,MT,74,84,68,61.0,71
2025-05,MT,40,86,56,51.0,74
2015-01,NC,92,63,70,20.0,72
2015-02,NC,90,63,68,28.0,67
2015-03,NC,92,63,67,23.0,72
2015-04,NC,92,61,68,20.0,75
2015-05,NC,83,57,54,16.0,82
2015-06,NC,77,61,60,14.0,84
2015-07,NC,76,60,61,16.0,84
2015-08,NC,97,62,61,18.0,80
2015-09,NC,100,62,62,32.0,66
2015-10,NC,88,63,60,26.0,63
2015-11,NC,88,62,66,30.0,61
2015-12,NC,76,58,64,19.0,63
2016-01,NC,81,62,62,22.0,85
2016-02,NC,85,63,61,35.0,84
2016-03,NC,83,60,59,30.0,87
2016-04,NC,88,59,60,24.0,86
2016-05,NC,88,56,59,21.0,96
2016-06,NC,58,56,59,16.0,99
2016-07,NC,71,53,54,14.0,97
2016-08,NC,82,59,56,14.0,87
2016-09,NC,89,62,59,29.0,76
2016-10,NC,84,59,59,24.0,72
2016-11,NC,83,57,63,38.0,68
2016-12,NC,67,51,55,19.0,67
2017-01,NC,78,62,62,38.0,85
2017-02,NC,79,66,62,100.0,90
2017-03,NC,78,63,72,44.0,82
2017-04,NC,80,59,57,24.0,86
2017-05,NC,69,59,67,20.0,89
2017-06,NC,57,59,61,14.0,95
2017-07,NC,56,58,64,13.0,95
2017-08,NC,80,62,62,13.0,85
2017-09,NC,85,60,60,28.0,74
2017-10,NC,80,67,64,19.0,72
2017-11,NC,85,61,63,20.0,70
2017-12,NC,57,55,58,16.0,65
2018-01,NC,74,65,61,32.0,80
2018-02,NC,75,65,65,38.0,88
2018-03,NC,76,62,56,25.0,84
2018-04,NC,78,64,60,23.0,84
2018-05,NC,67,58,56,22.0,83
2018-06,NC,56,62,58,41.0,90
2018-07,NC,54,60,54,22.0,92
2018-08,NC,78,68,57,17.0,85
2018-09,NC,70,59,54,22.0,72
2018-10,NC,85,69,58,37.0,76
2018-11,NC,75,65,53,39.0,70
2018-12,NC,76,56,47,23.0,69
2019-01,NC,78,71,52,42.0,86
2019-02,NC,78,69,51,39.0,83
2019-03,NC,69,66,51,28.0,86
2019-04,NC,76,70,52,27.0,85
2019-05,NC,68,69,47,20.0,84
2019-06,NC,60,65,47,21.0,95
2019-07,NC,66,67,47,25.0,94
2019-08,NC,76,68,48,21.0,84
2019-09,NC,87,69,46,25.0,73
2019-10,NC,84,74,51,25.0,71
2019-11,NC,78,67,46,22.0,64
2019-12,NC,62,59,44,18.0,66
2020-01,NC,80,73,49,22.0,81
2020-02,NC,82,68,50,28.0,76
2020-03,NC,58,77,58,19.0,71
2020-04,NC,64,65,94,20.0,72
2020-05,NC,68,61,68,15.0,84
2020-06,NC,67,68,47,13.0,95
2020-07,NC,60,72,46,11.0,92
2020-08,NC,74,74,47,19.0,83
2020-09,NC,78,68,46,29.0,74
2020-10,NC,78,76,49,21.0,82
2020-11,NC,62,68,47,17.0,72
2020-12,NC,51,72,49,12.0,68
2021-01,NC,64,100,51,21.0,77
2021-02,NC,66,86,51,24.0,88
2021-03,NC,58,89,49,28.0,92
2021-04,NC,67,77,49,20.0,94
2021-05,NC,64,66,47,13.0,96
2021-06,NC,48,73,49,10.0,100
2021-07,NC,49,68,48,11.0,96
2021-08,NC,65,81,52,14.0,90
2021-09,NC,67,84,52,25.0,81
2021-10,NC,67,78,51,23.0,86
2021-11,NC,60,78,52,20.0,77
2021-12,NC,53,72,54,12.0,72
2022-01,NC,61,91,64,16.0,85
2022-02,NC,69,86,61,21.0,90
2022-03,NC,71,80,62,22.0,90
2022-04,NC,70,79,59,28.0,87
2022-05,NC,66,77,57,22.0,84
2022-06,NC,48,82,55,15.0,85
2022-07,NC,51,79,53,12.0,85
2022-08,NC,66,88,59,14.0,80
2022-09,NC,78,83,56,39.0,70
2022-10,NC,76,83,55,27.0,68
2022-11,NC,65,80,56,24.0,61
2022-12,NC,59,74,52,20.0,59
2023-01,NC,70,90,61,25.0,74
2023-02,NC,74,84,56,30.0,72
2023-03,NC,76,88,56,30.0,71
2023-04,NC,66,78,53,22.0,74
2023-05,NC,68,87,54,31.0,75
2023-06,NC,49,81,57,15.0,74
2023-07,NC,46,79,54,12.0,78
2023-08,NC,65,83,60,15.0,70
2023-09,NC,76,85,59,29.0,63
2023-10,NC,73,85,61,32.0,60
2023-11,NC,68,86,60,24.0,58
2023-12,NC,55,75,54,24.0,55
2024-01,NC,68,93,66,37.0,62
2024-02,NC,76,87,69,49.0,62
2024-03,NC,67,84,65,45.0,62
2024-04,NC,72,87,61,32.0,65
2024-05,NC,66,80,57,24.0,64
2024-06,NC,51,79,54,21.0,71
2024-07,NC,45,86,54,22.0,66
2024-08,NC,57,86,58,30.0,63
2024-09,NC,81,84,58,72.0,55
2024-10,NC,82,91,60,61.0,55
2024-11,NC,66,86,59,60.0,55
2024-12,NC,67,82,100,26.0,52
2025-01,NC,76,96,66,64.0,60
2025-02,NC,79,97,66,74.0,62
2025-03,NC,70,91,65,44.0,65
2025-04,NC,76,88,63,42.0,64
2025-05,NC,72,88,58,35.0,62
2015-01,ND,80,48,51,26.0,81
2015-02,ND,53,47,52,29.0,82
2015-03,ND,55,45,54,0.0,81
2015-04,ND,67,47,48,0.0,84
2015-05,ND,62,42,47,0.0,77
2015-06,ND,0,47,49,0.0,79
2015-07,ND,0,48,55,18.0,76
2015-08,ND,59,47,47,0.0,74
2015-09,ND,50,49,56,32.0,62
2015-10,ND,58,47,45,41.0,58
2015-11,ND,94,45,52,29.0,54
2015-12,ND,0,44,53,18.0,54
2016-01,ND,59,45,46,25.0,74
2016-02,ND,51,44,46,40.0,75
2016-03,ND,79,44,48,28.0,79
2016-04,ND,78,44,44,19.0,82
2016-05,ND,55,43,44,24.0,80
2016-06,ND,0,45,41,14.0,88
2016-07,ND,41,42,39,19.0,85
2016-08,ND,87,43,46,21.0,77
2016-09,ND,65,42,51,44.0,67
2016-10,ND,83,41,44,31.0,65
2016-11,ND,31,43,44,41.0,60
2016-12,ND,0,38,42,21.0,59
2017-01,ND,48,44,53,40.0,79
2017-02,ND,62,46,46,72.0,78
2017-03,ND,78,46,66,37.0,80
2017-04,ND,82,43,51,27.0,79
2017-05,ND,38,53,56,13.0,88
2017-06,ND,0,46,53,0.0,83
2017-07,ND,0,42,51,16.0,81
2017-08,ND,39,45,45,14.0,78
2017-09,ND,69,43,52,30.0,63
2017-10,ND,73,45,56,18.0,61
2017-11,ND,53,46,58,23.0,58
2017-12,ND,51,43,48,21.0,58
2018-01,ND,67,47,51,29.0,79
2018-02,ND,53,44,57,30.0,75
2018-03,ND,43,42,50,16.0,79
2018-04,ND,52,42,57,40.0,82
2018-05,ND,49,47,49,17.0,80
2018-06,ND,42,39,49,52.0,88
2018-07,ND,0,41,49,28.0,86
2018-08,ND,61,49,64,30.0,81
2018-09,ND,65,44,61,17.0,72
2018-10,ND,55,47,67,34.0,64
2018-11,ND,44,41,51,33.0,61
2018-12,ND,46,37,48,31.0,63
2019-01,ND,76,45,49,41.0,82
2019-02,ND,65,44,54,34.0,77
2019-03,ND,66,43,52,23.0,85
2019-04,ND,71,44,53,35.0,89
2019-05,ND,44,40,51,18.0,81
2019-06,ND,47,42,52,17.0,95
2019-07,ND,33,42,48,29.0,93
2019-08,ND,51,41,55,16.0,84
2019-09,ND,55,40,55,31.0,67
2019-10,ND,72,43,54,35.0,62
2019-11,ND,77,43,47,0.0,56
2019-12,ND,52,40,53,31.0,59
2020-01,ND,71,43,58,14.0,72
2020-02,ND,49,42,56,24.0,74
2020-03,ND,48,100,64,15.0,66
2020-04,ND,43,84,83,22.0,65
2020-05,ND,54,65,73,17.0,83
2020-06,ND,29,53,63,10.0,91
2020-07,ND,49,66,61,19.0,89
2020-08,ND,62,61,56,0.0,83
2020-09,ND,90,69,66,19.0,73
2020-10,ND,67,68,86,27.0,65
2020-11,ND,45,66,76,22.0,61
2020-12,ND,39,56,72,12.0,63
2021-01,ND,46,59,65,21.0,76
2021-02,ND,62,62,65,20.0,77
2021-03,ND,64,57,73,31.0,85
2021-04,ND,90,50,63,16.0,88
2021-05,ND,75,44,62,16.0,89
2021-06,ND,44,43,63,0.0,94
2021-07,ND,41,44,56,14.0,93
2021-08,ND,51,53,60,18.0,84
2021-09,ND,78,60,77,24.0,76
2021-10,ND,100,52,64,27.0,70
2021-11,ND,57,50,70,20.0,68
2021-12,ND,33,50,64,10.0,67
2022-01,ND,94,57,63,0.0,86
2022-02,ND,62,45,68,18.0,88
2022-03,ND,45,45,69,24.0,95
2022-04,ND,59,43,56,22.0,93
2022-05,ND,61,41,60,18.0,93
2022-06,ND,0,42,64,0.0,99
2022-07,ND,46,38,62,0.0,100
2022-08,ND,75,43,69,13.0,93
2022-09,ND,82,43,62,34.0,83
2022-10,ND,65,44,70,26.0,78
2022-11,ND,51,42,63,19.0,71
2022-12,ND,30,36,59,21.0,71
2023-01,ND,51,44,68,21.0,92
2023-02,ND,56,40,67,16.0,84
2023-03,ND,64,45,70,16.0,89
2023-04,ND,50,41,58,11.0,86
2023-05,ND,48,40,65,24.0,93
2023-06,ND,47,41,62,10.0,96
2023-07,ND,0,41,61,12.0,96
2023-08,ND,57,45,59,13.0,85
2023-09,ND,59,44,72,28.0,74
2023-10,ND,45,44,70,40.0,64
2023-11,ND,45,43,70,25.0,63
2023-12,ND,47,39,57,26.0,59
2024-01,ND,40,43,73,33.0,73
2024-02,ND,57,45,76,47.0,69
2024-03,ND,65,44,69,46.0,70
2024-04,ND,65,42,74,24.0,71
2024-05,ND,35,41,57,17.0,75
2024-06,ND,0,41,59,16.0,70
2024-07,ND,0,42,65,16.0,75
2024-08,ND,55,41,60,30.0,73
2024-09,ND,59,44,69,67.0,64
2024-10,ND,80,45,76,58.0,60
2024-11,ND,37,41,63,56.0,53
2024-12,ND,41,41,100,34.0,58
2025-01,ND,71,45,69,50.0,67
2025-02,ND,32,44,66,48.0,71
2025-03,ND,59,42,66,35.0,72
2025-04,ND,45,44,64,39.0,70
2025-05,ND,56,44,65,31.0,74
2015-01,NE,68,67,46,12.0,92
2015-02,NE,60,62,49,17.0,80
2015-03,NE,86,59,49,17.0,86
2015-04,NE,96,61,48,17.0,91
2015-05,NE,54,53,45,15.0,100
2015-06,NE,36,55,49,11.0,97
2015-07,NE,50,56,45,15.0,90
2015-08,NE,54,54,41,17.0,84
2015-09,NE,81,55,43,27.0,77
2015-10,NE,87,59,47,19.0,70
2015-11,NE,76,57,44,32.0,67
2015-12,NE,53,48,45,20.0,68
2016-01,NE,71,58,46,20.0,79
2016-02,NE,77,60,45,24.0,82
2016-03,NE,90,60,42,20.0,87
2016-04,NE,68,63,40,21.0,85
2016-05,NE,46,49,35,17.0,90
2016-06,NE,39,55,36,10.0,91
2016-07,NE,50,51,39,10.0,85
2016-08,NE,76,61,42,11.0,83
2016-09,NE,82,61,40,16.0,71
2016-10,NE,75,60,44,23.0,66
2016-11,NE,81,57,48,37.0,62
2016-12,NE,53,50,39,16.0,68
2017-01,NE,67,69,47,31.0,84
2017-02,NE,77,61,45,67.0,83
2017-03,NE,64,64,60,29.0,84
2017-04,NE,74,60,40,17.0,86
2017-05,NE,46,60,51,15.0,81
2017-06,NE,40,57,47,10.0,86
2017-07,NE,41,59,51,12.0,89
2017-08,NE,71,61,46,11.0,82
2017-09,NE,57,61,45,25.0,67
2017-10,NE,76,62,47,21.0,67
2017-11,NE,69,62,51,16.0,64
2017-12,NE,55,53,43,14.0,58
2018-01,NE,69,69,46,28.0,70
2018-02,NE,63,69,50,23.0,76
2018-03,NE,66,62,47,15.0,78
2018-04,NE,67,63,46,18.0,79
2018-05,NE,63,60,43,20.0,83
2018-06,NE,46,58,39,37.0,83
2018-07,NE,37,60,42,18.0,87
2018-08,NE,68,59,47,21.0,74
2018-09,NE,87,61,40,17.0,67
2018-10,NE,74,68,46,34.0,65
2018-11,NE,66,64,45,32.0,61
2018-12,NE,75,55,38,21.0,65
2019-01,NE,80,69,46,40.0,74
2019-02,NE,68,68,44,26.0,75
2019-03,NE,64,65,46,22.0,85
2019-04,NE,62,66,45,25.0,78
2019-05,NE,60,64,41,18.0,83
2019-06,NE,54,62,40,17.0,88
2019-07,NE,42,64,43,18.0,86
2019-08,NE,72,66,44,19.0,77
2019-09,NE,98,68,42,20.0,71
2019-10,NE,78,68,43,20.0,73
2019-11,NE,60,64,43,14.0,63
2019-12,NE,50,65,41,18.0,61
2020-01,NE,67,71,42,18.0,72
2020-02,NE,68,76,49,21.0,80
2020-03,NE,47,94,50,16.0,70
2020-04,NE,63,84,62,16.0,70
2020-05,NE,45,76,53,14.0,82
2020-06,NE,66,74,44,12.0,90
2020-07,NE,40,84,43,12.0,90
2020-08,NE,80,84,42,11.0,77
2020-09,NE,83,82,47,20.0,68
2020-10,NE,68,89,54,13.0,71
2020-11,NE,48,78,49,13.0,67
2020-12,NE,44,73,52,12.0,66
2021-01,NE,66,91,47,15.0,71
2021-02,NE,54,88,52,17.0,79
2021-03,NE,61,91,53,19.0,87
2021-04,NE,57,81,50,18.0,90
2021-05,NE,35,69,49,11.0,88
2021-06,NE,56,69,46,7.0,87
2021-07,NE,45,68,47,10.0,88
2021-08,NE,64,83,51,12.0,80
2021-09,NE,84,85,57,13.0,76
2021-10,NE,60,75,51,19.0,70
2021-11,NE,54,81,55,21.0,70
2021-12,NE,62,78,54,14.0,68
2022-01,NE,67,100,69,16.0,80
2022-02,NE,77,87,63,16.0,90
2022-03,NE,71,82,61,17.0,92
2022-04,NE,81,77,58,22.0,87
2022-05,NE,68,69,59,18.0,84
2022-06,NE,47,72,56,12.0,83
2022-07,NE,49,71,55,11.0,83
2022-08,NE,59,77,59,13.0,73
2022-09,NE,69,80,59,31.0,69
2022-10,NE,82,77,53,20.0,62
2022-11,NE,58,78,57,18.0,57
2022-12,NE,60,66,46,18.0,60
2023-01,NE,62,78,62,18.0,71
2023-02,NE,76,79,62,18.0,69
2023-03,NE,69,78,62,15.0,74
2023-04,NE,61,73,57,15.0,72
2023-05,NE,61,75,63,19.0,76
2023-06,NE,34,70,53,12.0,77
2023-07,NE,41,70,58,9.0,76
2023-08,NE,69,79,62,18.0,69
2023-09,NE,84,76,61,27.0,71
2023-10,NE,86,76,60,24.0,67
2023-11,NE,68,75,61,14.0,65
2023-12,NE,52,67,58,18.0,57
2024-01,NE,63,78,75,24.0,65
2024-02,NE,88,81,76,30.0,63
2024-03,NE,68,77,70,32.0,64
2024-04,NE,77,80,68,27.0,67
2024-05,NE,53,76,63,19.0,73
2024-06,NE,44,71,56,14.0,68
2024-07,NE,34,73,54,17.0,73
2024-08,NE,73,79,64,25.0,63
2024-09,NE,100,76,64,64.0,58
2024-10,NE,93,75,69,37.0,59
2024-11,NE,67,76,65,51.0,54
2024-12,NE,57,74,100,20.0,63
2025-01,NE,80,84,69,60.0,64
2025-02,NE,84,86,68,56.0,65
2025-03,NE,67,79,66,33.0,71
2025-04,NE,82,86,72,37.0,69
2025-05,NE,72,79,73,31.0,79
2015-01,NH,78,71,50,17.0,64
2015-02,NH,73,73,52,11.0,69
2015-03,NH,60,73,50,20.0,77
2015-04,NH,88,74,48,13.0,73
2015-05,NH,80,68,45,15.0,74
2015-06,NH,44,68,52,17.0,78
2015-07,NH,43,69,45,23.0,77
2015-08,NH,66,72,46,14.0,72
2015-09,NH,70,71,47,19.0,62
2015-10,NH,83,79,49,28.0,56
2015-11,NH,79,71,46,36.0,49
2015-12,NH,56,68,44,21.0,49
2016-01,NH,70,70,43,19.0,75
2016-02,NH,92,71,44,27.0,76
2016-03,NH,63,68,44,24.0,78
2016-04,NH,78,63,43,11.0,91
2016-05,NH,62,58,38,27.0,85
2016-06,NH,30,64,39,21.0,85
2016-07,NH,51,56,36,16.0,93
2016-08,NH,54,60,38,13.0,83
2016-09,NH,91,70,40,20.0,72
2016-10,NH,76,61,42,34.0,64
2016-11,NH,86,73,48,50.0,60
2016-12,NH,73,55,38,20.0,57
2017-01,NH,76,73,47,45.0,72
2017-02,NH,63,69,41,61.0,76
2017-03,NH,73,76,59,34.0,80
2017-04,NH,59,66,43,29.0,83
2017-05,NH,54,66,57,28.0,85
2017-06,NH,66,63,45,12.0,100
2017-07,NH,34,58,47,11.0,91
2017-08,NH,31,62,39,14.0,81
2017-09,NH,75,65,45,24.0,73
2017-10,NH,67,67,46,17.0,68
2017-11,NH,57,68,47,21.0,63
2017-12,NH,61,60,41,14.0,55
2018-01,NH,64,75,45,32.0,79
2018-02,NH,88,73,45,28.0,78
2018-03,NH,58,65,41,21.0,83
2018-04,NH,77,71,47,17.0,86
2018-05,NH,65,74,45,21.0,80
2018-06,NH,45,63,42,52.0,82
2018-07,NH,38,62,40,27.0,89
2018-08,NH,46,65,42,15.0,92
2018-09,NH,62,58,40,15.0,76
2018-10,NH,87,67,45,32.0,69
2018-11,NH,75,64,40,40.0,65
2018-12,NH,56,58,36,34.0,62
2019-01,NH,71,71,43,42.0,83
2019-02,NH,53,69,41,24.0,79
2019-03,NH,60,69,41,22.0,79
2019-04,NH,58,68,47,30.0,82
2019-05,NH,77,66,39,26.0,84
2019-06,NH,57,59,40,24.0,87
2019-07,NH,31,67,39,27.0,92
2019-08,NH,46,65,40,22.0,83
2019-09,NH,60,70,45,20.0,74
2019-10,NH,80,74,42,23.0,69
2019-11,NH,66,66,41,17.0,66
2019-12,NH,57,64,36,18.0,58
2020-01,NH,69,76,46,19.0,80
2020-02,NH,74,77,52,27.0,81
2020-03,NH,49,85,53,14.0,64
2020-04,NH,60,68,66,19.0,59
2020-05,NH,59,64,53,13.0,77
2020-06,NH,53,66,46,10.0,83
2020-07,NH,42,67,45,12.0,87
2020-08,NH,63,70,43,6.0,80
2020-09,NH,100,76,44,21.0,74
2020-10,NH,95,74,49,21.0,78
2020-11,NH,51,66,50,16.0,64
2020-12,NH,54,63,53,15.0,61
