month,state,criminal justice,health,healthcare,immigrants,rent
2015-03,KY,73,55,54,19.0,76
2015-04,KY,81,57,56,20.0,81
2015-05,KY,84,55,52,12.0,88
2015-06,KY,65,56,58,11.0,84
2015-07,KY,69,63,68,15.0,74
2015-08,KY,86,64,70,21.0,67
2015-09,KY,84,64,70,36.0,60
2015-10,KY,92,67,71,34.0,58
2015-11,KY,95,62,68,40.0,53
2015-12,KY,77,57,55,25.0,52
2016-01,KY,80,61,58,21.0,83
2016-02,KY,73,63,59,27.0,87
2016-03,KY,74,63,60,31.0,86
2016-04,KY,70,59,56,27.0,90
2016-05,KY,73,59,55,21.0,92
2016-06,KY,57,59,58,17.0,100
2016-07,KY,58,53,52,13.0,95
2016-08,KY,82,64,59,17.0,85
2016-09,KY,100,62,59,26.0,78
2016-10,KY,84,60,60,29.0,76
2016-11,KY,81,61,62,51.0,67
2016-12,KY,64,54,50,19.0,63
2017-01,KY,70,64,60,50.0,85
2017-02,KY,85,63,58,77.0,88
2017-03,KY,75,63,70,41.0,85
2017-04,KY,67,58,58,29.0,90
2017-05,KY,66,62,70,19.0,87
2017-06,KY,57,60,61,10.0,95
2017-07,KY,61,61,64,10.0,96
2017-08,KY,72,64,62,14.0,85
2017-09,KY,68,60,66,29.0,73
2017-10,KY,78,65,67,26.0,77
2017-11,KY,69,62,60,25.0,67
2017-12,KY,60,55,53,19.0,62
2018-01,KY,63,65,59,35.0,83
2018-02,KY,70,65,63,36.0,88
2018-03,KY,66,60,59,24.0,92
2018-04,KY,68,62,56,26.0,87
2018-05,KY,56,60,61,24.0,87
2018-06,KY,50,63,57,56.0,98
2018-07,KY,51,64,58,25.0,85
2018-08,KY,70,70,57,20.0,84
2018-09,KY,64,63,55,27.0,71
2018-10,KY,71,68,59,47.0,74
2018-11,KY,58,60,54,45.0,66
2018-12,KY,73,57,48,31.0,68
2019-01,KY,74,67,61,58.0,88
2019-02,KY,76,68,62,29.0,83
2019-03,KY,61,62,55,25.0,87
2019-04,KY,70,68,57,33.0,88
2019-05,KY,74,61,55,25.0,87
2019-06,KY,38,62,53,24.0,96
2019-07,KY,48,65,57,35.0,94
2019-08,KY,73,67,56,30.0,81
2019-09,KY,76,64,58,26.0,76
2019-10,KY,77,67,55,23.0,72
2019-11,KY,56,61,55,21.0,62
2019-12,KY,57,60,56,22.0,66
2020-01,KY,76,72,56,19.0,81
2020-02,KY,62,69,59,24.0,78
2020-03,KY,53,76,67,21.0,72
2020-04,KY,56,66,100,27.0,74
2020-05,KY,52,59,71,13.0,93
2020-06,KY,54,65,58,10.0,97
2020-07,KY,48,76,60,13.0,97
2020-08,KY,68,74,54,12.0,86
2020-09,KY,85,74,52,33.0,78
2020-10,KY,79,79,61,28.0,79
2020-11,KY,62,73,59,21.0,69
2020-12,KY,44,69,55,17.0,70
2021-01,KY,53,96,64,19.0,84
2021-02,KY,70,94,73,21.0,87
2021-03,KY,70,89,69,30.0,96
2021-04,KY,65,75,62,20.0,97
2021-05,KY,56,67,58,14.0,99
2021-06,KY,51,71,60,9.0,97
2021-07,KY,46,70,68,11.0,97
2021-08,KY,52,91,72,15.0,92
2021-09,KY,58,88,75,30.0,87
2021-10,KY,69,81,66,25.0,84
2021-11,KY,65,82,65,26.0,80
2021-12,KY,55,78,64,14.0,74
2022-01,KY,63,100,76,16.0,77
2022-02,KY,64,80,66,23.0,89
2022-03,KY,70,79,62,20.0,93
2022-04,KY,80,77,63,26.0,86
2022-05,KY,49,73,60,17.0,86
2022-06,KY,41,77,60,14.0,91
2022-07,KY,45,72,61,11.0,89
2022-08,KY,72,82,67,18.0,83
2022-09,KY,76,81,62,44.0,79
2022-10,KY,65,81,65,24.0,68
2022-11,KY,59,79,60,20.0,62
2022-12,KY,46,69,56,20.0,59
2023-01,KY,67,79,64,23.0,71
2023-02,KY,66,84,64,27.0,70
2023-03,KY,60,80,67,24.0,72
2023-04,KY,61,74,65,21.0,76
2023-05,KY,56,77,69,26.0,77
2023-06,KY,35,80,70,14.0,82
2023-07,KY,34,74,67,12.0,82
2023-08,KY,72,85,66,19.0,71
2023-09,KY,68,79,70,41.0,65
2023-10,KY,76,82,68,34.0,62
2023-11,KY,66,79,65,28.0,57
2023-12,KY,60,66,58,28.0,55
2024-01,KY,67,84,65,36.0,62
2024-02,KY,71,87,70,42.0,64
2024-03,KY,69,79,65,43.0,60
2024-04,KY,72,79,75,30.0,68
2024-05,KY,49,76,63,24.0,67
2024-06,KY,41,81,62,22.0,73
2024-07,KY,49,76,68,26.0,68
2024-08,KY,64,82,64,39.0,63
2024-09,KY,83,82,68,100.0,58
2024-10,KY,74,88,74,65.0,57
2024-11,KY,66,75,59,62.0,52
2024-12,KY,53,79,91,27.0,55
2025-01,KY,73,90,71,75.0,60
2025-02,KY,80,89,76,68.0,59
2025-03,KY,70,83,69,43.0,64
2025-04,KY,83,81,67,42.0,63
2025-05,KY,72,85,72,40.0,63
2015-01,LA,80,66,54,27.0,71
2015-02,LA,74,61,59,23.0,67
2015-03,LA,76,62,53,19.0,69
2015-04,LA,78,62,54,24.0,69
2015-05,LA,80,57,48,12.0,70
2015-06,LA,59,60,59,16.0,75
2015-07,LA,57,61,57,21.0,72
2015-08,LA,100,64,53,34.0,60
2015-09,LA,99,64,59,50.0,52
2015-10,LA,93,64,57,43.0,50
2015-11,LA,74,59,57,34.0,49
2015-12,LA,68,58,53,31.0,51
2016-01,LA,72,65,55,27.0,84
2016-02,LA,65,62,48,33.0,80
2016-03,LA,68,59,48,30.0,80
2016-04,LA,73,61,49,36.0,86
2016-05,LA,55,57,45,21.0,86
2016-06,LA,53,58,52,23.0,88
2016-07,LA,53,57,50,15.0,86
2016-08,LA,74,63,52,23.0,78
2016-09,LA,73,61,51,38.0,77
2016-10,LA,81,59,53,37.0,72
2016-11,LA,76,58,52,57.0,67
2016-12,LA,58,51,47,28.0,59
2017-01,LA,77,65,57,49.0,84
2017-02,LA,77,59,51,91.0,80
2017-03,LA,69,65,60,49.0,83
2017-04,LA,75,60,48,31.0,85
2017-05,LA,74,61,60,22.0,85
2017-06,LA,60,60,57,13.0,87
2017-07,LA,56,63,61,14.0,94
2017-08,LA,77,61,54,24.0,82
2017-09,LA,76,58,57,40.0,74
2017-10,LA,79,62,57,31.0,70
2017-11,LA,73,62,58,26.0,64
2017-12,LA,56,52,46,23.0,63
2018-01,LA,75,64,57,40.0,77
2018-02,LA,70,60,55,38.0,79
2018-03,LA,62,63,55,31.0,79
2018-04,LA,89,66,56,29.0,83
2018-05,LA,72,59,53,24.0,83
2018-06,LA,57,61,57,56.0,90
2018-07,LA,63,63,54,27.0,90
2018-08,LA,73,63,57,28.0,77
2018-09,LA,75,60,52,33.0,68
2018-10,LA,61,65,55,53.0,66
2018-11,LA,65,59,50,43.0,63
2018-12,LA,66,53,45,41.0,61
2019-01,LA,84,65,57,56.0,80
2019-02,LA,67,65,52,38.0,80
2019-03,LA,65,61,53,28.0,81
2019-04,LA,77,66,59,34.0,78
2019-05,LA,68,62,53,26.0,86
2019-06,LA,59,61,53,30.0,92
2019-07,LA,56,62,53,30.0,89
2019-08,LA,84,65,56,33.0,82
2019-09,LA,79,66,53,34.0,75
2019-10,LA,73,69,55,31.0,69
2019-11,LA,73,60,49,28.0,61
2019-12,LA,56,56,45,17.0,63
2020-01,LA,70,66,52,24.0,79
2020-02,LA,73,68,51,28.0,73
2020-03,LA,56,100,60,22.0,69
2020-04,LA,57,80,65,24.0,69
2020-05,LA,60,62,63,16.0,97
2020-06,LA,62,68,58,16.0,95
2020-07,LA,57,68,52,15.0,93
2020-08,LA,64,62,49,21.0,80
2020-09,LA,62,66,54,50.0,80
2020-10,LA,66,65,53,35.0,75
2020-11,LA,51,62,55,28.0,71
2020-12,LA,45,60,52,20.0,72
2021-01,LA,58,73,55,34.0,83
2021-02,LA,51,69,54,33.0,88
2021-03,LA,63,70,57,39.0,92
2021-04,LA,59,63,55,32.0,94
2021-05,LA,62,60,54,18.0,97
2021-06,LA,46,66,55,11.0,99
2021-07,LA,48,65,57,23.0,95
2021-08,LA,57,73,64,28.0,85
2021-09,LA,66,69,58,36.0,100
2021-10,LA,53,69,59,35.0,93
2021-11,LA,50,65,59,33.0,85
2021-12,LA,46,66,58,15.0,78
2022-01,LA,70,75,66,24.0,85
2022-02,LA,66,70,65,29.0,83
2022-03,LA,67,70,64,31.0,90
2022-04,LA,59,68,57,39.0,88
2022-05,LA,76,69,63,29.0,86
2022-06,LA,45,72,64,15.0,88
2022-07,LA,42,65,61,15.0,87
2022-08,LA,73,75,77,32.0,81
2022-09,LA,65,70,69,60.0,72
2022-10,LA,67,75,63,31.0,68
2022-11,LA,59,71,64,30.0,60
2022-12,LA,50,62,60,30.0,63
2023-01,LA,65,77,68,35.0,73
2023-02,LA,58,75,75,37.0,69
2023-03,LA,57,77,65,38.0,73
2023-04,LA,63,73,61,31.0,73
2023-05,LA,65,77,64,32.0,78
2023-06,LA,43,70,64,17.0,79
2023-07,LA,46,70,70,12.0,81
2023-08,LA,76,76,77,34.0,74
2023-09,LA,64,75,64,68.0,66
2023-10,LA,61,77,76,54.0,61
2023-11,LA,58,70,76,44.0,61
2023-12,LA,47,64,63,40.0,58
2024-01,LA,60,77,74,50.0,63
2024-02,LA,64,76,69,63.0,64
2024-03,LA,64,73,69,57.0,62
2024-04,LA,71,78,68,47.0,66
2024-05,LA,61,72,75,27.0,68
2024-06,LA,45,73,63,24.0,68
2024-07,LA,47,75,69,29.0,68
2024-08,LA,62,76,70,50.0,65
2024-09,LA,70,74,64,100.0,61
2024-10,LA,68,81,68,68.0,58
2024-11,LA,55,73,61,72.0,54
2024-12,LA,62,69,100,44.0,58
2025-01,LA,68,81,70,90.0,63
2025-02,LA,65,83,70,87.0,65
2025-03,LA,65,80,65,57.0,69
2025-04,LA,66,78,69,66.0,66
2025-05,LA,69,75,69,48.0,68
2015-01,MA,83,76,41,18.0,69
2015-02,MA,68,72,41,23.0,71
2015-03,MA,84,74,47,26.0,82
2015-04,MA,82,75,41,26.0,77
2015-05,MA,74,65,40,24.0,83
2015-06,MA,66,72,43,20.0,85
2015-07,MA,55,71,44,22.0,83
2015-08,MA,58,70,43,21.0,83
2015-09,MA,90,72,43,35.0,68
2015-10,MA,89,71,45,33.0,66
2015-11,MA,86,71,45,40.0,61
2015-12,MA,67,66,37,30.0,60
2016-01,MA,75,74,44,25.0,79
2016-02,MA,91,72,45,32.0,84
2016-03,MA,77,72,43,36.0,80
2016-04,MA,82,70,41,31.0,88
2016-05,MA,70,64,36,29.0,92
2016-06,MA,48,66,37,26.0,90
2016-07,MA,58,58,33,23.0,89
2016-08,MA,69,66,39,17.0,89
2016-09,MA,95,71,38,31.0,81
2016-10,MA,87,69,41,36.0,73
2016-11,MA,73,71,44,67.0,69
2016-12,MA,68,63,36,32.0,63
2017-01,MA,80,79,52,66.0,78
2017-02,MA,81,70,43,100.0,78
2017-03,MA,75,84,61,52.0,82
2017-04,MA,84,70,46,36.0,86
2017-05,MA,78,71,56,34.0,86
2017-06,MA,50,71,44,26.0,89
2017-07,MA,51,72,51,21.0,89
2017-08,MA,55,70,42,20.0,87
2017-09,MA,82,73,46,33.0,73
2017-10,MA,94,75,45,32.0,69
2017-11,MA,90,75,44,32.0,66
2017-12,MA,64,66,39,31.0,60
2018-01,MA,70,78,49,43.0,74
2018-02,MA,77,79,50,36.0,81
2018-03,MA,73,75,49,32.0,82
2018-04,MA,100,76,47,34.0,85
2018-05,MA,74,72,43,35.0,80
2018-06,MA,52,71,47,63.0,82
2018-07,MA,58,67,46,32.0,90
2018-08,MA,65,72,47,23.0,92
2018-09,MA,87,75,47,27.0,76
2018-10,MA,86,75,48,44.0,62
2018-11,MA,72,71,44,48.0,65
2018-12,MA,87,71,39,39.0,63
2019-01,MA,79,78,51,54.0,82
2019-02,MA,81,78,49,37.0,79
2019-03,MA,72,77,49,34.0,81
2019-04,MA,85,79,50,37.0,81
2019-05,MA,75,71,44,30.0,81
2019-06,MA,68,72,45,36.0,88
2019-07,MA,58,72,45,33.0,88
2019-08,MA,67,75,47,28.0,88
2019-09,MA,99,77,50,33.0,76
2019-10,MA,88,83,51,32.0,73
2019-11,MA,79,74,46,31.0,68
2019-12,MA,65,69,40,29.0,61
2020-01,MA,84,82,49,29.0,78
2020-02,MA,87,84,51,42.0,79
2020-03,MA,62,87,58,26.0,66
2020-04,MA,70,77,70,28.0,64
2020-05,MA,66,65,56,25.0,78
2020-06,MA,73,67,48,23.0,88
2020-07,MA,59,81,48,23.0,95
2020-08,MA,61,81,46,20.0,88
2020-09,MA,86,78,47,24.0,73
2020-10,MA,80,82,51,28.0,72
2020-11,MA,60,78,46,22.0,66
2020-12,MA,63,76,52,19.0,62
2021-01,MA,64,84,51,24.0,78
2021-02,MA,72,88,52,26.0,85
2021-03,MA,62,87,52,34.0,89
2021-04,MA,64,81,44,26.0,91
2021-05,MA,62,70,42,21.0,95
2021-06,MA,43,71,41,17.0,100
2021-07,MA,41,70,40,17.0,92
2021-08,MA,53,76,41,19.0,92
2021-09,MA,76,78,50,28.0,85
2021-10,MA,77,77,44,32.0,78
2021-11,MA,70,81,47,28.0,77
2021-12,MA,55,78,47,18.0,75
2022-01,MA,75,89,56,20.0,78
2022-02,MA,74,86,54,31.0,86
2022-03,MA,72,91,52,26.0,89
2022-04,MA,72,85,51,33.0,87
2022-05,MA,66,76,48,38.0,84
2022-06,MA,52,73,47,29.0,86
2022-07,MA,46,75,47,21.0,85
2022-08,MA,56,81,52,24.0,90
2022-09,MA,85,80,48,66.0,71
2022-10,MA,81,79,50,42.0,65
2022-11,MA,70,79,50,40.0,59
2022-12,MA,59,73,44,29.0,59
2023-01,MA,69,86,51,25.0,70
2023-02,MA,74,87,54,30.0,72
2023-03,MA,62,88,54,30.0,77
2023-04,MA,67,87,51,29.0,79
2023-05,MA,57,79,50,43.0,75
2023-06,MA,38,83,51,30.0,81
2023-07,MA,38,74,47,28.0,83
2023-08,MA,46,82,46,32.0,77
2023-09,MA,74,82,51,50.0,70
2023-10,MA,71,86,53,47.0,62
2023-11,MA,71,82,50,37.0,65
2023-12,MA,54,78,43,34.0,55
2024-01,MA,68,96,56,53.0,65
2024-02,MA,63,96,58,62.0,67
2024-03,MA,60,88,59,57.0,65
2024-04,MA,66,84,56,40.0,70
2024-05,MA,64,83,50,38.0,68
2024-06,MA,48,76,44,33.0,66
2024-07,MA,42,82,50,33.0,70
2024-08,MA,48,78,48,41.0,67
2024-09,MA,81,87,54,85.0,60
2024-10,MA,82,91,56,63.0,55
2024-11,MA,68,83,49,88.0,53
2024-12,MA,65,87,100,38.0,53
2025-01,MA,73,100,58,96.0,64
2025-02,MA,70,98,58,76.0,64
2025-03,MA,73,94,56,60.0,67
2025-04,MA,74,93,54,56.0,68
2025-05,MA,65,85,48,58.0,64
2015-01,MD,77,76,49,15.0,68
2015-02,MD,100,80,54,22.0,66
2015-03,MD,86,77,52,17.0,67
2015-04,MD,95,77,51,22.0,72
2015-05,MD,85,66,45,19.0,72
2015-06,MD,66,72,52,13.0,77
2015-07,MD,70,71,50,19.0,75
2015-08,MD,74,69,53,18.0,68
2015-09,MD,86,76,51,33.0,59
2015-10,MD,92,79,55,36.0,58
2015-11,MD,87,80,54,32.0,51
2015-12,MD,78,75,49,27.0,55
2016-01,MD,78,71,43,20.0,79
2016-02,MD,89,74,49,26.0,86
2016-03,MD,77,74,41,26.0,84
2016-04,MD,93,73,45,23.0,87
2016-05,MD,79,65,41,20.0,90
2016-06,MD,64,64,40,21.0,85
2016-07,MD,76,64,43,20.0,95
2016-08,MD,75,69,44,16.0,93
2016-09,MD,90,73,44,27.0,79
2016-10,MD,88,67,45,29.0,71
2016-11,MD,76,74,52,45.0,70
2016-12,MD,61,67,46,24.0,65
2017-01,MD,80,77,48,47.0,85
2017-02,MD,84,76,48,100.0,81
2017-03,MD,80,79,61,51.0,80
2017-04,MD,64,72,45,29.0,86
2017-05,MD,68,73,53,25.0,89
2017-06,MD,62,67,50,19.0,92
2017-07,MD,53,69,50,19.0,95
2017-08,MD,62,70,42,17.0,89
2017-09,MD,77,71,50,30.0,75
2017-10,MD,79,74,50,27.0,71
2017-11,MD,76,76,46,27.0,73
2017-12,MD,58,69,43,21.0,63
2018-01,MD,70,75,42,36.0,83
2018-02,MD,78,72,41,29.0,80
2018-03,MD,61,69,41,23.0,82
2018-04,MD,70,68,41,27.0,86
2018-05,MD,72,66,38,25.0,84
2018-06,MD,59,69,42,46.0,88
2018-07,MD,57,66,42,24.0,93
2018-08,MD,63,70,43,18.0,88
2018-09,MD,71,69,39,20.0,81
2018-10,MD,79,74,45,38.0,76
2018-11,MD,73,71,40,39.0,69
2018-12,MD,76,64,36,30.0,69
2019-01,MD,80,72,48,39.0,95
2019-02,MD,78,72,41,30.0,85
2019-03,MD,75,70,40,25.0,85
2019-04,MD,68,71,44,26.0,86
2019-05,MD,69,67,41,22.0,96
2019-06,MD,62,66,44,28.0,94
2019-07,MD,57,69,40,30.0,99
2019-08,MD,61,69,40,22.0,92
2019-09,MD,76,72,44,20.0,77
2019-10,MD,79,76,43,26.0,75
2019-11,MD,73,72,42,23.0,71
2019-12,MD,68,65,36,19.0,70
2020-01,MD,66,75,43,19.0,85
2020-02,MD,81,77,44,27.0,86
2020-03,MD,59,98,53,20.0,72
2020-04,MD,65,86,66,22.0,66
2020-05,MD,72,72,54,17.0,80
2020-06,MD,75,72,41,16.0,97
2020-07,MD,58,80,38,15.0,92
2020-08,MD,75,77,38,15.0,92
2020-09,MD,81,74,39,19.0,78
2020-10,MD,81,80,42,26.0,78
2020-11,MD,60,76,39,20.0,68
2020-12,MD,55,75,41,15.0,69
2021-01,MD,64,92,43,20.0,83
2021-02,MD,68,93,45,22.0,80
2021-03,MD,67,87,47,29.0,96
2021-04,MD,66,80,44,20.0,91
2021-05,MD,62,72,42,15.0,99
2021-06,MD,44,73,44,14.0,100
2021-07,MD,44,70,40,13.0,98
2021-08,MD,51,77,45,14.0,96
2021-09,MD,73,82,48,25.0,87
2021-10,MD,68,81,45,24.0,87
2021-11,MD,64,82,45,23.0,83
2021-12,MD,55,92,54,15.0,76
2022-01,MD,69,93,57,17.0,88
2022-02,MD,78,91,57,23.0,93
2022-03,MD,67,83,58,21.0,91
2022-04,MD,73,84,53,25.0,91
2022-05,MD,70,82,51,19.0,88
2022-06,MD,54,77,51,16.0,88
2022-07,MD,53,76,48,13.0,93
2022-08,MD,60,77,51,14.0,89
2022-09,MD,76,82,46,31.0,77
2022-10,MD,71,82,53,24.0,72
2022-11,MD,63,82,49,24.0,65
2022-12,MD,57,73,43,22.0,64
2023-01,MD,65,83,51,21.0,75
2023-02,MD,67,85,51,22.0,74
2023-03,MD,67,79,56,20.0,77
2023-04,MD,60,81,55,18.0,80
2023-05,MD,68,80,49,27.0,79
2023-06,MD,47,83,53,16.0,80
2023-07,MD,47,79,47,15.0,84
2023-08,MD,57,81,48,14.0,77
2023-09,MD,69,84,46,25.0,71
2023-10,MD,74,88,54,29.0,64
2023-11,MD,59,83,54,26.0,58
2023-12,MD,57,77,47,27.0,60
2024-01,MD,57,89,56,28.0,67
2024-02,MD,65,95,63,39.0,68
2024-03,MD,65,89,61,35.0,67
2024-04,MD,72,90,53,26.0,67
2024-05,MD,62,80,51,24.0,66
2024-06,MD,45,80,45,22.0,72
2024-07,MD,46,82,44,22.0,74
2024-08,MD,56,83,49,29.0,70
2024-09,MD,72,90,50,54.0,59
2024-10,MD,71,94,56,47.0,59
2024-11,MD,53,86,51,63.0,53
2024-12,MD,55,89,100,28.0,56
2025-01,MD,56,95,59,64.0,61
2025-02,MD,69,100,59,72.0,62
2025-03,MD,61,100,65,40.0,65
2025-04,MD,68,93,56,41.0,64
2025-05,MD,65,89,58,35.0,66
2015-01,ME,88,76,54,24.0,68
2015-02,ME,88,74,54,24.0,67
2015-03,ME,100,72,53,32.0,73
2015-04,ME,96,70,54,26.0,75
2015-05,ME,76,73,48,31.0,77
2015-06,ME,93,67,58,29.0,72
2015-07,ME,77,63,56,15.0,83
2015-08,ME,66,62,56,17.0,81
2015-09,ME,90,64,52,29.0,73
2015-10,ME,100,71,52,28.0,64
2015-11,ME,96,68,57,42.0,56
2015-12,ME,92,65,54,39.0,50
2016-01,ME,89,69,55,34.0,71
2016-02,ME,65,65,52,33.0,77
2016-03,ME,79,66,51,41.0,80
2016-04,ME,59,65,53,37.0,85
2016-05,ME,62,62,49,44.0,80
2016-06,ME,50,63,49,28.0,81
2016-07,ME,57,58,45,13.0,88
2016-08,ME,67,59,47,18.0,83
2016-09,ME,82,66,48,32.0,70
2016-10,ME,46,59,50,41.0,64
2016-11,ME,61,65,48,70.0,61
2016-12,ME,74,57,48,31.0,57
2017-01,ME,57,67,58,70.0,76
2017-02,ME,66,61,53,81.0,76
2017-03,ME,77,70,68,65.0,77
2017-04,ME,65,66,52,33.0,81
2017-05,ME,64,65,68,40.0,79
2017-06,ME,59,57,58,21.0,81
2017-07,ME,63,62,59,13.0,87
2017-08,ME,66,61,53,22.0,88
2017-09,ME,70,61,54,25.0,69
2017-10,ME,69,63,58,26.0,67
2017-11,ME,60,66,58,28.0,61
2017-12,ME,70,61,54,24.0,56
2018-01,ME,69,68,61,46.0,72
2018-02,ME,90,69,56,44.0,76
2018-03,ME,76,64,51,38.0,87
2018-04,ME,51,72,52,39.0,81
2018-05,ME,71,62,49,43.0,78
2018-06,ME,52,61,48,69.0,88
2018-07,ME,58,65,52,30.0,95
2018-08,ME,58,59,54,23.0,83
2018-09,ME,60,60,50,19.0,72
2018-10,ME,68,72,57,43.0,64
2018-11,ME,55,64,55,50.0,63
2018-12,ME,73,64,44,49.0,63
2019-01,ME,63,75,55,66.0,80
2019-02,ME,85,72,57,42.0,81
2019-03,ME,74,73,55,45.0,89
2019-04,ME,89,71,53,40.0,88
2019-05,ME,65,70,51,41.0,96
2019-06,ME,56,62,49,56.0,86
2019-07,ME,53,65,47,39.0,85
2019-08,ME,44,62,49,28.0,81
2019-09,ME,67,64,53,37.0,77
2019-10,ME,82,80,59,28.0,69
2019-11,ME,69,73,54,25.0,65
2019-12,ME,62,67,53,22.0,60
2020-01,ME,64,79,55,34.0,73
2020-02,ME,85,79,63,31.0,75
2020-03,ME,66,82,66,26.0,68
2020-04,ME,49,67,76,27.0,75
2020-05,ME,46,60,60,18.0,75
2020-06,ME,45,70,52,20.0,87
2020-07,ME,49,72,53,17.0,88
2020-08,ME,45,68,54,16.0,84
2020-09,ME,55,78,58,21.0,82
2020-10,ME,59,78,60,22.0,74
2020-11,ME,49,72,61,13.0,67
2020-12,ME,47,70,58,13.0,70
2021-01,ME,33,83,60,20.0,82
2021-02,ME,62,91,60,26.0,92
2021-03,ME,49,100,66,32.0,100
2021-04,ME,50,98,56,29.0,100
2021-05,ME,51,70,51,15.0,91
2021-06,ME,51,69,54,13.0,88
2021-07,ME,33,62,55,12.0,88
2021-08,ME,37,76,63,15.0,87
2021-09,ME,63,85,66,24.0,84
2021-10,ME,48,78,64,23.0,77
2021-11,ME,39,87,60,24.0,74
2021-12,ME,38,87,60,14.0,68
2022-01,ME,36,90,73,18.0,76
2022-02,ME,60,81,65,18.0,86
2022-03,ME,55,87,69,21.0,85
2022-04,ME,50,82,61,31.0,84
2022-05,ME,37,80,58,21.0,91
2022-06,ME,30,76,58,16.0,81
2022-07,ME,27,70,55,13.0,78
2022-08,ME,36,75,58,12.0,81
2022-09,ME,46,80,59,40.0,73
2022-10,ME,51,82,60,24.0,67
2022-11,ME,42,83,57,26.0,62
2022-12,ME,62,77,54,21.0,55
2023-01,ME,46,87,59,22.0,68
2023-02,ME,46,86,62,23.0,73
2023-03,ME,48,90,65,30.0,77
2023-04,ME,52,85,57,29.0,73
2023-05,ME,47,84,57,36.0,73
2023-06,ME,37,76,58,23.0,75
2023-07,ME,25,69,54,16.0,75
2023-08,ME,34,76,56,22.0,71
2023-09,ME,43,81,57,27.0,64
2023-10,ME,57,85,59,28.0,58
2023-11,ME,59,83,63,16.0,59
2023-12,ME,46,74,54,30.0,54
2024-01,ME,55,87,66,46.0,64
2024-02,ME,45,89,71,56.0,66
2024-03,ME,60,85,63,53.0,64
2024-04,ME,39,85,58,31.0,67
2024-05,ME,41,79,57,22.0,67
2024-06,ME,29,77,49,27.0,67
2024-07,ME,38,75,50,30.0,64
2024-08,ME,43,80,51,27.0,65
2024-09,ME,52,84,58,90.0,61
2024-10,ME,55,90,61,84.0,56
2024-11,ME,46,83,62,77.0,49
2024-12,ME,58,85,100,30.0,51
2025-01,ME,54,94,72,87.0,63
2025-02,ME,49,96,68,75.0,62
2025-03,ME,52,91,65,51.0,66
2025-04,ME,56,89,65,55.0,65
2025-05,ME,46,89,61,50.0,65
2015-01,MI,93,66,52,18.0,74
2015-02,MI,100,66,54,19.0,79
2015-03,MI,92,66,56,22.0,82
2015-04,MI,91,64,50,18.0,84
2015-05,MI,78,59,47,14.0,85
2015-06,MI,64,62,48,13.0,96
2015-07,MI,62,60,48,17.0,96
2015-08,MI,64,59,48,15.0,92
2015-09,MI,91,60,48,30.0,80
2015-10,MI,90,63,47,33.0,75
2015-11,MI,80,61,47,28.0,66
2015-12,MI,66,55,44,25.0,65
2016-01,MI,90,63,50,20.0,87
2016-02,MI,77,62,45,25.0,88
2016-03,MI,84,61,43,31.0,93
2016-04,MI,83,65,41,23.0,94
2016-05,MI,66,57,47,21.0,95
2016-06,MI,59,54,37,18.0,95
2016-07,MI,58,52,39,14.0,100
2016-08,MI,66,59,39,13.0,95
2016-09,MI,85,60,40,26.0,84
2016-10,MI,82,59,44,35.0,72
2016-11,MI,72,59,45,49.0,64
2016-12,MI,64,52,38,21.0,64
2017-01,MI,81,64,49,52.0,87
2017-02,MI,78,63,45,80.0,87
2017-03,MI,75,64,64,40.0,83
2017-04,MI,75,59,45,26.0,88
2017-05,MI,64,62,59,21.0,87
2017-06,MI,52,60,44,17.0,91
2017-07,MI,46,59,49,13.0,97
2017-08,MI,60,59,42,14.0,91
2017-09,MI,75,61,46,27.0,77
2017-10,MI,75,61,48,29.0,70
2017-11,MI,77,63,48,23.0,66
2017-12,MI,64,57,42,21.0,60
2018-01,MI,78,68,47,38.0,80
2018-02,MI,85,66,45,29.0,82
2018-03,MI,75,64,43,24.0,84
2018-04,MI,79,65,44,24.0,87
2018-05,MI,62,61,39,29.0,86
2018-06,MI,51,59,40,52.0,92
2018-07,MI,51,60,39,27.0,94
2018-08,MI,64,64,42,18.0,93
2018-09,MI,79,62,41,21.0,80
2018-10,MI,81,65,44,48.0,73
2018-11,MI,65,65,44,42.0,65
2018-12,MI,72,56,35,29.0,68
2019-01,MI,77,66,45,51.0,89
2019-02,MI,81,68,43,33.0,81
2019-03,MI,62,65,42,27.0,83
2019-04,MI,80,68,44,27.0,83
2019-05,MI,64,65,41,23.0,81
2019-06,MI,60,62,43,26.0,90
2019-07,MI,51,61,38,30.0,93
2019-08,MI,57,63,41,24.0,87
2019-09,MI,81,64,45,25.0,77
2019-10,MI,83,68,44,27.0,72
2019-11,MI,69,62,42,22.0,62
2019-12,MI,59,59,39,20.0,62
2020-01,MI,76,72,46,22.0,76
2020-02,MI,78,70,47,24.0,79
2020-03,MI,53,79,63,19.0,69
2020-04,MI,67,67,86,19.0,63
2020-05,MI,58,59,59,14.0,80
2020-06,MI,59,62,42,16.0,97
2020-07,MI,48,69,43,14.0,97
2020-08,MI,57,66,38,15.0,92
2020-09,MI,79,70,46,24.0,75
2020-10,MI,71,77,49,27.0,75
2020-11,MI,57,71,46,20.0,64
2020-12,MI,63,67,45,15.0,65
2021-01,MI,72,100,46,20.0,79
2021-02,MI,62,85,45,18.0,82
2021-03,MI,50,91,44,29.0,90
