term,tfidf_weight_sum,rank,first_appearance,occurrence_count,unique_date_count,unique_dates
climate,62.95597509456822,89,2017-04,142,39,"['2017-04', '2020-10', '2021-01', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-07', '2023-09', '2023-10', '2023-11', '2023-12', '2024-02', '2024-04', '2024-06', '2024-09', '2024-10', '2024-11', '2025-01', '2025-02']"
income,62.57162065771638,90,2018-05,175,31,"['2018-05', '2018-06', '2019-12', '2020-03', '2020-09', '2020-10', '2021-01', '2021-06', '2021-11', '2021-12', '2022-02', '2022-03', '2022-04', '2022-09', '2022-10', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-08', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-05', '2024-11', '2024-12']"
higher,62.26643041787971,91,2020-10,148,36,"['2020-10', '2021-02', '2021-05', '2021-07', '2021-12', '2022-02', '2022-03', '2022-04', '2022-05', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-09', '2024-10']"
peoples,61.42872107469129,92,2020-06,240,32,"['2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-03', '2021-04', '2021-05', '2021-06', '2021-08', '2021-09', '2021-12', '2022-04', '2022-05', '2022-10', '2023-01', '2023-02', '2023-04', '2023-05', '2023-07', '2023-08', '2023-10', '2023-11', '2023-12', '2024-01', '2024-03', '2024-04', '2024-07', '2025-01']"
eviction moratorium,60.74504671749037,93,2020-05,141,29,"['2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-07', '2023-02', '2023-03', '2023-04', '2023-09', '2023-10', '2024-10', '2025-01']"
reform,59.72888493382754,94,2019-01,149,35,"['2019-01', '2019-07', '2020-02', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-09', '2021-10', '2021-12', '2022-03', '2022-05', '2022-06', '2022-08', '2022-12', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2024-01', '2024-03', '2024-05', '2024-08', '2025-01', '2025-02']"
brutality,59.23759308768674,95,2018-05,199,42,"['2018-05', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2022-03', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2024-02', '2024-03', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-03']"
police brutality,58.98315487155333,96,2018-05,199,42,"['2018-05', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2022-03', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2024-02', '2024-03', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-03']"
peoples rights,58.97031758765568,97,2020-06,233,27,"['2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-03', '2021-04', '2021-05', '2021-08', '2021-09', '2022-04', '2022-05', '2023-01', '2023-02', '2023-04', '2023-05', '2023-07', '2023-08', '2023-10', '2023-11', '2023-12', '2024-01', '2024-03', '2025-01']"
federal,58.96559078449639,98,2017-05,127,36,"['2017-05', '2017-07', '2020-07', '2020-08', '2020-09', '2020-10', '2021-01', '2021-02', '2021-03', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-06', '2022-08', '2022-11', '2022-12', '2023-01', '2023-03', '2023-04', '2023-05', '2023-06', '2023-09', '2023-11', '2024-09', '2024-10', '2024-11', '2025-01', '2025-02', '2025-03', '2025-04']"
housing unhoused,58.81846762645715,99,2020-12,203,17,"['2020-12', '2021-02', '2021-08', '2021-10', '2022-01', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-06', '2024-06', '2024-11', '2025-01']"
housing unhoused people,57.036920071617246,100,2020-12,197,16,"['2020-12', '2021-02', '2021-10', '2022-01', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-06', '2024-06', '2024-11', '2025-01']"
student,55.82825301589413,101,2017-07,131,35,"['2017-07', '2021-01', '2021-03', '2021-05', '2021-06', '2021-10', '2021-11', '2021-12', '2022-02', '2022-04', '2022-06', '2022-08', '2022-10', '2022-11', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-08', '2024-10', '2024-11', '2025-01', '2025-03']"
family,55.79924620796496,102,2018-07,122,34,"['2018-07', '2020-12', '2021-04', '2021-05', '2021-06', '2021-07', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-08', '2022-09', '2022-10', '2022-12', '2023-01', '2023-02', '2023-03', '2023-05', '2023-06', '2023-10', '2024-03', '2024-05', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2025-01', '2025-02', '2025-03']"
services housing,55.62256452399215,103,2021-02,191,13,"['2021-02', '2021-12', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2024-04', '2025-01']"
defunding,55.420252426903595,104,2020-06,186,33,"['2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-04', '2021-05', '2021-06', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-03', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-03', '2023-05', '2023-12', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2025-02']"
genocide,54.82336897383104,105,2021-06,135,19,"['2021-06', '2022-04', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02']"
community building,54.25090627346533,106,2022-10,187,9,"['2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2024-11', '2025-01']"
services housing unhoused,53.737643928364484,107,2022-10,185,7,"['2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04']"
people community,53.687421445795856,108,2022-10,185,8,"['2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2025-01']"
unhoused people community,53.687421445795856,109,2022-10,185,8,"['2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2025-01']"
health care,53.58073545409518,110,2017-05,133,37,"['2017-05', '2018-05', '2020-07', '2021-03', '2021-04', '2021-06', '2021-07', '2021-09', '2021-10', '2021-12', '2022-04', '2022-05', '2022-06', '2022-08', '2022-09', '2022-10', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-11', '2024-01', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2025-01', '2025-04']"
people community building,53.43113241863557,111,2022-10,184,7,"['2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04']"
healthcare,53.40248830208606,112,2017-05,148,41,"['2017-05', '2020-06', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-09', '2021-11', '2021-12', '2022-03', '2022-04', '2022-05', '2022-06', '2022-09', '2022-10', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-07', '2024-08', '2024-10', '2025-01', '2025-02', '2025-03', '2025-04']"
cancelling,52.86199885063965,113,2020-06,132,17,"['2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2022-05']"
term,52.356254117374235,114,2018-06,201,19,"['2018-06', '2020-10', '2020-12', '2022-02', '2022-06', '2023-03', '2023-04', '2023-06', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-09', '2024-12', '2025-01', '2025-02']"
violence,51.31962653782459,115,2020-06,130,41,"['2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2021-01', '2021-03', '2021-04', '2021-05', '2021-06', '2021-09', '2021-10', '2021-12', '2022-01', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-09', '2023-11', '2024-01', '2024-02', '2024-03', '2024-04', '2024-06', '2024-09', '2024-10', '2024-11', '2025-01', '2025-02']"
spaces,51.31285621075855,116,2018-05,121,13,"['2018-05', '2022-06', '2022-08', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2024-03', '2024-04', '2024-07', '2024-08', '2025-01']"
defunding police,50.969163130194666,117,2020-06,172,32,"['2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-04', '2021-05', '2021-06', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-03', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-03', '2023-05', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2025-02']"
state legislation,50.90035323451025,118,2020-07,120,27,"['2020-07', '2020-12', '2021-03', '2021-04', '2021-06', '2022-03', '2022-04', '2022-05', '2022-09', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2024-01', '2024-02', '2024-03', '2024-04', '2024-10']"
aid,49.02033128826543,119,2020-11,228,28,"['2020-11', '2020-12', '2022-05', '2022-06', '2022-09', '2022-10', '2023-02', '2023-03', '2023-04', '2023-05', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-04']"
governor,47.82286623916293,120,2021-01,228,31,"['2021-01', '2021-03', '2021-04', '2021-06', '2021-08', '2022-01', '2022-02', '2022-03', '2022-04', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-08', '2024-09', '2024-11', '2025-03']"
lahaina,46.996223401901176,121,2023-11,182,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
cancelling rent,46.78021548102435,122,2020-06,119,15,"['2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-08', '2021-09']"
indigenous,44.76914855427418,123,2020-08,137,25,"['2020-08', '2021-08', '2021-09', '2021-10', '2022-04', '2022-05', '2022-06', '2022-10', '2023-01', '2023-02', '2023-05', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-03', '2024-06', '2024-07', '2024-08', '2024-10', '2024-11', '2025-01']"
immigrants rights,43.72715779022583,124,2020-06,162,32,"['2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-10', '2022-03', '2022-04', '2022-05', '2022-06', '2022-11', '2023-02', '2023-05', '2023-06', '2023-07', '2023-10', '2023-12', '2024-01', '2024-05', '2024-06', '2024-09', '2024-10', '2024-11', '2025-01']"
indigenous peoples,39.68781771252652,125,2021-08,121,17,"['2021-08', '2021-09', '2022-04', '2022-05', '2022-10', '2023-01', '2023-02', '2023-05', '2023-07', '2023-08', '2023-10', '2023-11', '2023-12', '2024-01', '2024-03', '2024-07', '2025-01']"
foreclosures,39.166212856317706,126,2018-12,141,13,"['2018-12', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-06', '2022-04', '2023-12']"
indigenous peoples rights,38.80423149400877,127,2021-08,118,15,"['2021-08', '2021-09', '2022-04', '2022-05', '2023-01', '2023-02', '2023-05', '2023-07', '2023-08', '2023-10', '2023-11', '2023-12', '2024-01', '2024-03', '2025-01']"
green,37.98418796083195,128,2020-09,206,25,"['2020-09', '2020-10', '2020-11', '2021-01', '2021-04', '2021-07', '2021-09', '2021-10', '2021-12', '2022-04', '2022-07', '2023-01', '2023-02', '2023-03', '2023-06', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-09', '2024-10']"
evictions foreclosures,37.32610961220782,129,2018-12,138,11,"['2018-12', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-06']"
long,35.900399319526535,130,2018-05,202,21,"['2018-05', '2018-06', '2020-12', '2021-12', '2022-02', '2022-06', '2022-09', '2023-04', '2023-05', '2023-06', '2023-08', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-07', '2024-09', '2024-12']"
proposed homeless,32.60170888540898,131,2018-05,181,13,"['2018-05', '2018-10', '2020-08', '2022-03', '2024-03', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
racism police,32.345833323739505,132,2020-06,122,19,"['2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-04', '2021-05', '2022-01', '2022-07', '2023-01', '2023-02', '2023-06', '2023-07', '2024-09', '2024-11', '2025-01']"
rentals,32.152037979392645,133,2020-10,192,16,"['2020-10', '2021-05', '2023-03', '2023-04', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-09', '2024-12', '2025-01', '2025-02']"
convert,31.53085045386586,134,2021-06,188,15,"['2021-06', '2021-09', '2021-12', '2022-09', '2022-10', '2023-05', '2023-06', '2023-08', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
benefit,31.386194077147604,135,2023-05,179,8,"['2023-05', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-04']"
brooklyn,31.339811509186458,136,2021-03,178,12,"['2021-03', '2024-01', '2024-03', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-03']"
proposed homeless shelter,31.32074291517917,137,2018-05,179,11,"['2018-05', '2020-08', '2024-03', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
short,31.300000255694076,138,2020-10,192,16,"['2020-10', '2021-10', '2023-03', '2023-04', '2023-06', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-09', '2024-12', '2025-01', '2025-02']"
short term,30.796814711025412,139,2020-10,191,15,"['2020-10', '2023-03', '2023-04', '2023-06', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-09', '2024-12', '2025-01', '2025-02']"
developer,30.204166568265663,140,2022-03,175,9,"['2022-03', '2022-10', '2022-11', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
long term,30.011549722106718,141,2018-06,189,14,"['2018-06', '2020-12', '2022-02', '2022-06', '2023-04', '2023-06', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-12']"
term housing,29.884926738821555,142,2018-06,188,13,"['2018-06', '2020-10', '2020-12', '2023-06', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-12', '2025-02']"
solution,28.878075151326897,143,2020-01,172,8,"['2020-01', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
urgent,28.87412451942193,144,2021-01,184,11,"['2021-01', '2022-11', '2022-12', '2023-09', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
long term housing,28.208608764827485,145,2018-06,183,9,"['2018-06', '2020-12', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
homeless shelter brooklyn,28.137134855696488,146,2024-07,171,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
shelter brooklyn,28.137134855696488,147,2024-07,171,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
term rentals,28.075026686373242,148,2023-04,183,11,"['2023-04', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-09', '2025-01', '2025-02']"
short term rentals,28.075026686373242,149,2023-04,183,11,"['2023-04', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-09', '2025-01', '2025-02']"
developer would,27.807327745288188,150,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
developer would degrage,27.807327745288188,151,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
degrage,27.807327745288188,152,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
would benefit,27.807327745288188,153,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
benefit developer would,27.807327745288188,154,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
benefit developer,27.807327745288188,155,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
band aid solution,27.807327745288188,156,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
solution homlessness would,27.807327745288188,157,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
homlessness would,27.807327745288188,158,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
homlessness,27.807327745288188,159,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
solution homlessness,27.807327745288188,160,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
homlessness would benefit,27.807327745288188,161,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
shelter brooklyn band,27.807327745288188,162,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
degrage community,27.807327745288188,163,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
aid solution homlessness,27.807327745288188,164,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
aid solution,27.807327745288188,165,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
would degrage,27.807327745288188,166,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
would benefit developer,27.807327745288188,167,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
would degrage community,27.807327745288188,168,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
band aid,27.807327745288188,169,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
brooklyn band,27.807327745288188,170,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
band,27.807327745288188,171,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
brooklyn band aid,27.807327745288188,172,2024-07,170,6,"['2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
urgent action,27.410580649657042,173,2021-01,180,9,"['2021-01', '2022-12', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
housing lahaina,27.297926928438855,174,2023-11,180,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
action mayor,27.03154450727962,175,2023-11,179,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
term housing lahaina,26.85619916087222,176,2023-11,179,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
rentals long,26.85619916087222,177,2023-11,179,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
rentals long term,26.85619916087222,178,2023-11,179,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
action mayor bissen,26.628575114084466,179,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
convert short,26.628575114084466,180,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
urgent action mayor,26.628575114084466,181,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
lahaina fishing,26.628575114084466,182,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
lahaina fishing lahaina,26.628575114084466,183,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
mayor bissen,26.628575114084466,184,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
convert short term,26.628575114084466,185,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
term rentals long,26.628575114084466,186,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
mayor bissen governor,26.628575114084466,187,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
housing lahaina fishing,26.628575114084466,188,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
governor green convert,26.628575114084466,189,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
bissen,26.628575114084466,190,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
green convert short,26.628575114084466,191,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
green convert,26.628575114084466,192,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
governor green,26.628575114084466,193,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
bissen governor green,26.628575114084466,194,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
fishing lahaina,26.628575114084466,195,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
fishing,26.628575114084466,196,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
bissen governor,26.628575114084466,197,2023-11,178,7,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
